ID,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.other,appCat.professional,appCat.recreation,appCat.convenience
AS14.01,2014-03-21,6.2,0.2,0.2,3.0831523917559385,1423.2499997615812,6.0,0.0,637.4630000000001,1473.5629999999996,50.465,55.023,1492.323,262.677
AS14.01,2014-03-22,6.4,0.6,0.5,3.79008350783933,1715.8189992904663,3.0,1.0,324.32900000000006,948.0269999999998,60.565000000000005,21.076,235.522,37.305
AS14.01,2014-03-23,6.8,0.2,0.8,2.141116737075955,1227.2550015449524,0.0,0.0,331.7729999999999,935.6040000000002,40.604,20.201999999999998,430.457,0.0
AS14.01,2014-03-24,6.0,0.8,0.0,1.8950653467743512,2790.2540016174316,10.0,0.0,573.0870000000001,2436.2450000000013,66.55799999999999,37.116,955.2219999999999,45.068999999999996
AS14.01,2014-03-25,6.75,0.5,0.5,2.360978697372162,1697.3759989738464,0.0,1.0,283.73699999999997,1726.9819999999995,111.226,22.073999999999998,540.9290000000001,41.807
AS14.01,2014-03-26,6.6,-0.2,0.6,2.4313997200818225,2855.8500006198883,0.0,0.0,366.26000000000005,2291.18,56.525,52.331,463.23199999999986,0.0
AS14.01,2014-03-27,7.0,0.2,0.8,3.509234101320145,2084.524999856949,2.0,1.0,517.677,2103.449,37.461,33.346,307.204,125.869
AS14.01,2014-03-28,6.4,-0.6,0.6,2.2967525192908838,1246.6359992027285,5.0,0.0,387.73400000000015,458.852,23.169,46.863,477.539,261.272
AS14.01,2014-03-29,8.0,0.2,1.0,1.6368674424448715,825.9260001182554,4.0,1.0,291.442,700.7909999999999,55.489,0.0,126.182,140.47899999999998
AS14.01,2014-03-30,7.5,-0.5,0.75,0.6873015873015881,295.07800054550177,0.0,0.0,191.516,249.71999999999994,61.695,0.0,38.281,0.0
AS14.01,2014-03-31,7.4,0.0,0.6,1.6921315412013493,1647.740999937057,6.0,0.0,572.5540000000002,1461.0000000000002,75.95599999999999,41.255,713.1990000000001,269.884
AS14.01,2014-04-01,6.0,0.2,0.0,2.8426378251056637,2592.179000377655,1.0,0.0,653.4899999999996,2236.064,49.382000000000005,187.63899999999998,2159.9610000000002,297.152
AS14.03,2014-04-10,7.4,0.4,1.0,2.593593578764668,1256.9730012416842,0.0,2.0,7.144,986.0310000000001,51.844,5.217,143.413,0.0
AS14.03,2014-04-11,7.6,0.2,1.0,2.8845139985223724,964.1069993972774,0.0,0.0,26.6,819.9939999999996,80.44,26.309,145.681,4.513
AS14.03,2014-04-12,7.666666666666667,0.3333333333333333,1.0,3.0488962145108283,355.61199951171875,6.0,0.0,34.767,90.499,68.83699999999999,0.0,57.671,9.33
AS14.03,2014-04-13,7.4,0.2,1.0,1.8753010119888427,791.3079991340637,1.0,1.0,24.662,457.5449999999999,30.384,33.391999999999996,177.33100000000005,0.0
AS14.03,2014-04-14,7.0,0.0,0.8,2.229510377227371,812.5700004100798,0.0,1.0,85.444,474.52699999999993,33.618,0.0,209.5,17.303
AS14.03,2014-04-15,7.6,0.2,0.8,2.8693199645133904,1740.628998041153,6.0,0.0,107.898,984.6749999999998,55.037000000000006,6.025,127.60799999999998,0.0
AS14.03,2014-04-16,8.0,0.8,1.0,2.7544360611587306,1219.6689999103546,2.0,0.0,73.12599999999999,525.081,118.393,18.113,193.71899999999997,7.662
AS14.03,2014-04-17,7.25,0.25,0.75,3.3806219124567916,1669.3419995307922,4.0,2.0,96.44800000000001,1372.6760000000002,75.961,0.0,182.641,7.145
AS14.03,2014-04-18,7.5,0.0,1.0,1.773025989585819,1058.7539994716647,6.0,0.0,71.44900000000001,285.19100000000003,65.549,6.917999999999999,88.361,7.954
AS14.03,2014-04-19,7.8,0.6,0.8,4.997514650145649,583.6770000457763,4.0,1.0,44.48100000000001,280.18,36.405,0.0,66.705,19.108
AS14.03,2014-04-20,7.5,0.25,1.0,3.5244632933747253,1048.1069993972778,3.0,2.0,82.90299999999999,502.4419999999999,36.192,0.0,289.2400000000001,26.617
AS14.03,2014-04-21,7.4,0.2,1.0,0.5002993207385155,131.4640007019043,3.0,0.0,16.541,30.991,38.185,0.0,109.49799999999998,15.714
AS14.03,2014-04-22,7.6,0.4,0.8,2.228534747059754,1000.4740004539491,0.0,0.0,36.980999999999995,553.5120000000001,74.039,9.798,167.265,0.0
AS14.03,2014-04-23,7.0,0.6,0.8,2.889353264085885,1729.0719995498657,0.0,1.0,30.181,966.4360000000004,82.68299999999999,0.0,241.16499999999988,0.0
AS14.03,2014-04-24,7.4,-0.2,1.0,2.5440262136656377,968.2680006027224,0.0,0.0,33.859,754.997,73.107,19.22,248.67099999999996,0.0
AS14.03,2014-04-25,7.5,-1.0,1.0,2.5480228372916143,1279.3800001144411,0.0,0.0,10.209000000000001,874.6059999999999,112.12499999999999,19.303,242.81499999999988,10.174
AS14.03,2014-04-26,7.5,-0.25,1.0,6.459414008025229,370.99199962615955,4.0,5.0,45.605,168.6,58.39199999999999,0.0,193.79399999999995,0.0
AS14.03,2014-04-27,7.6,-1.4,1.0,1.5732497222135815,1057.5909996032717,0.0,0.0,8.94,308.887,102.757,0.0,152.616,124.631
AS14.03,2014-04-28,7.0,-1.4,1.0,1.9830837681871973,1187.3810002803802,1.0,0.0,39.413,854.5779999999999,64.212,28.117,227.079,13.238
AS14.06,2014-03-25,7.0,-0.2,0.6,2.478754578754579,808.0850009918213,0.0,0.0,8.036,721.3100000000003,33.483000000000004,19.137,632.3819999999998,0.0
AS14.06,2014-03-26,8.0,0.5,1.5,2.440127753385805,1280.2480010986326,2.0,0.0,32.399,930.6949999999999,60.047000000000004,0.0,1118.3189999999995,177.954
AS14.06,2014-03-27,7.0,0.25,0.25,2.3819148936170205,721.7690002918242,1.0,0.0,13.073999999999998,825.5559999999998,38.326,0.0,686.6599999999999,0.0
AS14.06,2014-03-28,7.6,-0.2,0.8,2.9150035014005597,841.5360009670258,0.0,1.0,12.079,1323.0420000000001,62.614,0.0,1102.4769999999996,24.401
AS14.06,2014-03-29,7.8,0.0,1.0,1.7852941176470585,504.57700037956243,0.0,0.0,4.057,499.6010000000001,39.355,0.0,1026.042,0.0
AS14.06,2014-03-30,7.8,0.0,0.8,3.169467787114847,843.4239990711211,1.0,4.0,76.87400000000001,205.47,44.391,0.0,610.8119999999999,4.859
AS14.06,2014-03-31,7.0,-0.2,0.4,2.890898224043714,832.1260001659391,1.0,0.0,24.744,993.8119999999998,49.306,0.0,1167.7479999999998,0.0
AS14.06,2014-04-01,7.75,0.0,0.75,3.839511597842031,624.4339993000032,3.0,0.0,45.525,770.665,37.296,0.0,933.1589999999999,0.0
AS14.06,2014-04-02,6.8,-0.6,0.4,2.600840336134454,1125.908000230789,4.0,0.0,21.29,949.2699999999999,41.415,0.0,1082.3949999999995,22.122
AS14.06,2014-04-03,7.2,0.0,0.4,3.7723301657333552,1135.5530002117155,2.0,0.0,28.332000000000004,1018.5669999999998,54.772,0.0,959.056,86.76800000000001
AS14.06,2014-04-04,7.0,-0.4,0.2,2.541904761904763,511.25699996948265,0.0,0.0,35.452999999999996,606.8729999999998,41.732,0.0,1116.351,53.604
AS14.06,2014-04-05,7.0,-0.4,0.8,4.384108527131782,714.2870001792909,2.0,0.0,27.147,411.32,38.543,0.0,479.9319999999999,40.704
AS14.06,2014-04-06,7.0,-1.0,0.4,0.4697916666666663,84.02699995040892,1.0,0.0,10.072999999999999,183.542,34.256,0.0,426.02399999999994,0.0
AS14.06,2014-04-07,6.2,-0.6,0.0,3.3141025641025625,586.5589995384216,3.0,0.0,24.14,946.5429999999999,43.457,0.0,891.9680000000001,37.449
AS14.06,2014-04-08,6.6,-0.2,0.0,3.1490740740740746,897.1949989795686,4.0,1.0,55.16100000000001,855.7749999999995,61.25599999999999,1.003,986.4580000000001,4.01
AS14.06,2014-04-09,7.4,0.4,0.8,1.7526315789473683,703.0539999008178,1.0,0.0,7.039,951.736,40.434999999999995,0.0,1123.12,3.021
AS14.06,2014-04-10,7.6,-0.2,0.8,3.8128321678321684,1114.2890000343325,1.0,4.0,13.998999999999999,1198.5649999999996,39.512,0.0,1479.9219999999993,258.448
AS14.06,2014-04-11,7.8,-0.2,1.0,3.500584062597123,1075.8959991931915,0.0,0.0,18.195999999999998,1010.2810000000003,23.227,0.0,1382.9889999999996,100.72
AS14.06,2014-04-12,8.2,0.4,1.0,3.508683473389356,600.2740004062654,0.0,0.0,18.868,212.01799999999997,36.323,0.0,508.47400000000016,19.556
AS14.06,2014-04-13,6.5,-1.5,0.25,5.171122994652407,716.4279999732973,2.0,0.0,35.972,926.391,38.403,0.0,824.2569999999996,169.661
AS14.06,2014-04-14,7.25,-0.25,0.75,3.217372881355932,704.4419994354246,2.0,0.0,28.465,581.9979999999998,38.558,0.0,580.9029999999999,0.0
AS14.06,2014-04-15,7.0,-0.4,0.6,3.6101449275362305,1007.6869995594025,5.0,1.0,52.827999999999996,810.7420000000001,36.269999999999996,0.0,878.188,30.258000000000003
AS14.06,2014-04-16,7.6,0.0,0.4,2.4661064425770305,1347.086998462677,1.0,0.0,52.757,1347.4609999999996,65.859,0.0,1786.1659999999997,80.631
AS14.06,2014-04-17,6.8,0.2,0.6,2.730072463768116,1014.9920012950898,1.0,0.0,43.343,1142.7779999999998,39.31100000000001,3.008,1050.496,37.3
AS14.06,2014-04-18,6.25,-1.0,0.5,2.485663082437276,1001.7110004425048,3.0,0.0,7.178,851.651,57.885,0.0,754.959,56.607
AS14.06,2014-04-19,6.8,0.2,0.6,2.3583333333333347,802.4490001201632,4.0,0.0,36.44199999999999,483.13200000000006,33.376000000000005,0.0,473.42199999999997,0.0
AS14.06,2014-04-20,8.2,0.6,0.8,0.7117816091954017,386.96000027656544,0.0,0.0,10.221,271.137,52.714,0.0,625.0990000000002,0.0
AS14.06,2014-04-21,7.0,0.2,0.6,1.09535121741004,987.1929988861085,1.0,0.0,16.487000000000002,976.1859999999999,40.607,0.0,880.483,42.671
AS14.06,2014-04-22,6.6,-0.4,0.6,2.456462585034012,1626.7039980888367,6.0,1.0,33.39,1562.1540000000002,45.784000000000006,0.0,1355.2939999999996,19.198
AS14.06,2014-04-23,7.0,0.0,0.8,2.2733650407099524,931.292999267578,4.0,0.0,14.076,895.2919999999999,34.478,6.09,1022.585,39.757
AS14.06,2014-04-24,7.75,-0.25,0.75,4.242789228134413,1395.9009997844694,5.0,3.0,5.063,1114.0100000000002,17.097,4.016,846.7639999999997,135.14
AS14.06,2014-04-25,6.4,-1.0,0.4,3.9749999999999983,1119.2480006217957,3.0,0.0,27.168,931.381,48.459999999999994,7.033,1050.0659999999998,0.0
AS14.06,2014-04-26,7.5,0.0,1.0,4.958333333333335,1548.389000892639,10.0,1.0,68.383,785.619,21.14,9.028,787.5739999999998,45.608
AS14.06,2014-04-27,7.2,-0.6,1.0,0.9554534313725486,395.26200079917913,0.0,0.0,0.0,142.504,33.153999999999996,0.0,335.96299999999997,0.0
AS14.06,2014-04-28,6.75,-0.25,0.5,3.101839826839827,1047.6400012969973,0.0,0.0,4.0120000000000005,1046.575,29.229000000000003,0.0,800.896,0.0
AS14.06,2014-04-29,7.25,0.0,1.0,3.1535480859010288,828.9850001335144,2.0,0.0,21.272000000000002,784.979,23.115,0.044,883.981,0.0
AS14.06,2014-04-30,6.8,-0.6,0.6,1.9599169952838698,828.5599997043612,1.0,0.0,25.247999999999998,1164.0410000000004,42.517,0.0,831.6569999999996,0.0
AS14.06,2014-05-01,8.0,0.0,1.0,4.574175824175825,594.944000005722,2.0,0.0,33.625,276.91900000000004,24.146,0.0,509.50699999999995,123.271
AS14.06,2014-05-02,7.2,-0.75,1.0,3.3347457627118637,631.5029993057252,4.0,0.0,15.155,539.794,37.36,0.0,405.7819999999999,104.112
AS14.06,2014-05-03,6.25,-0.75,0.0,3.303880718954248,438.12599992752064,0.0,0.0,4.009,309.495,28.336,0.0,414.58000000000004,0.0
AS14.06,2014-05-04,7.6,-0.8,0.75,2.339267800143314,384.5409994125365,0.0,0.0,10.078,442.26900000000006,86.69800000000001,0.0,331.958,4.015
AS14.06,2014-05-05,7.0,-0.6666666666666666,0.6666666666666666,1.2305555555555552,571.180999279022,0.0,0.0,24.224,655.7599999999999,31.449,0.0,686.415,0.0
AS14.08,2014-04-21,6.4,-1.0,0.6,0.7030790320020459,408.77499938011164,0.0,0.0,38.028000000000006,212.313,31.308,5.032,510.9550000000001,6.026
AS14.09,2014-03-22,7.0,0.0,0.6666666666666666,1.508333333333333,1409.9480009078977,0.0,0.0,9.341,916.2539999999999,13.264000000000001,13.309000000000001,509.1530000000001,28.593
AS14.09,2014-03-23,6.75,0.75,0.25,0.7999999999999995,756.7750000953673,0.0,1.0,57.92,877.429,68.399,0.0,431.99199999999973,12.337
AS14.09,2014-03-24,7.25,0.5,0.5,1.9000000000000004,1510.4840004444125,0.0,0.0,30.725,952.9590000000002,111.12200000000001,29.162999999999997,839.5589999999999,153.4
AS14.09,2014-03-25,6.2,0.4,-0.2,0.6166666666666667,968.4210011959075,1.0,0.0,35.515,1426.4969999999996,55.207,5.135,511.20899999999995,52.922999999999995
AS14.09,2014-03-26,7.75,0.5,0.75,2.07157382847038,1081.4859998226168,3.0,2.0,25.238999999999997,736.838,46.913,1.004,620.9849999999999,6.063
AS14.09,2014-03-27,7.8,-0.4,0.8,0.6500000000000005,807.2599997520447,1.0,0.0,26.381999999999998,274.915,47.865,0.0,430.36,15.406
AS14.09,2014-03-28,8.25,-0.25,1.0,1.9146825396825389,745.3330013751983,4.0,0.0,43.36600000000001,882.8920000000002,69.158,7.099,610.156,257.929
AS14.09,2014-03-29,8.0,-0.4,1.0,1.975,1045.5309989452362,5.0,0.0,36.628,1176.257,43.549,0.0,489.4629999999997,60.882
AS14.09,2014-03-30,7.75,-1.0,1.0,2.5750000000000006,1019.4019994735719,2.0,1.0,46.60699999999999,800.9130000000002,41.815000000000005,0.0,921.1439999999998,54.731
AS14.09,2014-03-31,7.0,-0.2,0.2,2.0000000000000004,1077.7009994983673,3.0,0.0,62.392,799.8449999999999,49.509,5.103999999999999,447.7719999999997,331.12800000000004
AS14.09,2014-04-01,7.6,0.0,0.6,1.9166666666666674,1151.9820003509521,5.0,0.0,58.753,1499.071,64.097,0.0,712.7630000000001,5.071000000000001
AS14.09,2014-04-02,6.2,0.2,0.0,0.9932773109243694,761.3440001010897,2.0,0.0,25.525999999999996,466.0950000000001,45.917,0.0,349.97000000000014,18.21
AS14.09,2014-04-03,7.6,0.0,0.6,4.341666666666666,1693.8969995975494,3.0,0.0,85.86500000000002,951.025,50.761,12.088000000000001,758.1359999999997,494.128
AS14.09,2014-04-04,7.25,-0.75,0.75,1.8249999999999995,1047.207999944687,3.0,1.0,51.607,1090.246,42.618,7.041,549.013,119.398
AS14.09,2014-04-05,7.5,0.0,0.75,2.7750000000000004,1206.1320009231565,0.0,0.0,21.296,1023.5080000000002,39.839,1.012,682.341,1.007
AS14.09,2014-04-06,6.8,-0.4,0.8,3.333333333333333,1227.7270007133486,0.0,0.0,40.578,1073.408,56.846999999999994,4.025,654.7509999999996,46.546
AS14.09,2014-04-07,6.2,-0.5,0.0,1.8750000000000009,896.0120010375977,0.0,0.0,21.234,546.255,46.538999999999994,8.114,631.934,142.518
AS14.09,2014-04-08,7.2,0.0,0.6,2.0749999999999997,1632.4749999046326,0.0,1.0,33.623,693.122,48.684,12.329,565.246,138.03399999999996
AS14.09,2014-04-09,6.5,0.25,0.25,0.716666666666667,754.6069998741151,3.0,0.0,16.249,623.26,29.333999999999996,0.0,256.78399999999993,26.014
AS14.09,2014-04-10,6.0,0.75,0.0,0.42500000000000004,268.67500114440924,1.0,0.0,23.122,218.378,19.387,0.0,296.30799999999994,2.019
AS14.09,2014-04-11,6.8,0.0,0.6,0.8,639.6359996795651,0.0,0.0,2.008,436.2120000000001,52.599000000000004,0.0,209.12999999999994,74.315
AS14.09,2014-04-12,7.0,0.0,0.8,0.6249999999999999,246.3410003185273,2.0,0.0,0.0,452.55499999999984,52.751999999999995,0.0,193.17999999999995,3.028
AS14.09,2014-04-13,6.0,-0.8,0.0,1.0333333333333332,334.5460000038147,0.0,1.0,12.187,260.619,15.208,0.0,153.47500000000002,18.144
AS14.09,2014-04-14,5.8,-0.2,-0.2,0.41666666666666596,167.73400044441232,1.0,1.0,1.1,110.53,25.479,5.029,147.589,24.711
AS14.09,2014-04-15,6.0,0.0,0.0,0.7083333333333335,680.9159998893739,1.0,1.0,3.016,328.69599999999997,11.277000000000001,0.0,156.198,0.0
AS14.09,2014-04-16,5.5,-0.5,-0.25,0.1090909090909091,123.28600001335141,0.0,0.0,10.120999999999999,95.48,0.0,0.0,34.84,0.0
AS14.09,2014-04-17,7.0,0.0,0.75,2.098674242424243,799.6190004348755,1.0,1.0,12.238999999999999,419.539,76.251,0.0,242.5729999999999,48.13100000000001
AS14.09,2014-04-18,6.6,-1.2,0.6,1.2621212121212124,511.2430002689361,2.0,1.0,5.22,278.51700000000005,12.053,19.173999999999996,300.0240000000001,25.137999999999998
AS14.09,2014-04-19,8.0,0.25,1.0,1.5840909090909092,315.50999975204473,0.0,0.0,13.157,271.615,20.803,4.028,222.784,53.56999999999999
AS14.12,2014-04-03,5.4,0.4,0.0,3.7761904761904757,1743.5320014953616,3.0,0.0,770.5519999999997,640.0090000000001,40.63,49.353,1180.599,28.248000000000005
AS14.12,2014-04-04,6.5,0.75,0.6666666666666666,3.330717371694441,1734.9159991741178,8.0,3.0,579.9319999999997,618.4350000000001,45.5,7.01,342.665,667.6089999999999
AS14.12,2014-04-05,6.2,0.0,0.4,3.607159522324873,1174.2830007076263,3.0,1.0,480.8640000000002,147.172,28.565,10.485,633.792,137.05599999999998
AS14.12,2014-04-06,6.25,0.25,0.75,2.093066867361573,519.2430005073547,0.0,0.0,266.672,59.247,39.345,0.0,57.533,207.42600000000002
AS14.12,2014-04-07,6.4,0.2,1.0,3.0157228645602085,1026.4549999237058,0.0,0.0,460.6449999999997,407.415,39.597,54.415,806.9550000000002,111.267
AS14.12,2014-04-08,6.25,0.0,0.25,2.82371931823577,1712.1440010070803,2.0,0.0,683.1070000000004,640.7860000000001,44.583000000000006,9.024999999999999,1189.7210000000005,117.34400000000001
AS14.12,2014-04-09,5.25,0.0,-0.5,3.972401497057019,2017.391998767853,0.0,0.0,771.3959999999995,352.844,41.01,38.118,1306.9039999999998,83.265
AS14.12,2014-04-10,6.4,0.2,0.6,3.2116988023577564,1438.0799996852872,0.0,0.0,596.377,174.56000000000003,56.132,0.0,1444.3969999999997,0.0
AS14.12,2014-04-11,6.6,-0.5,1.0,1.7162564032041814,867.8469982147217,2.0,0.0,314.295,169.195,45.553000000000004,0.0,771.147,66.431
AS14.12,2014-04-12,6.8,0.0,0.8,2.0167683430611363,2107.3390004634857,0.0,0.0,759.4429999999994,843.3850000000002,34.400999999999996,0.0,828.1940000000002,144.348
AS14.12,2014-04-13,5.6,0.6,0.0,2.289199799141452,1384.9130020141602,3.0,0.0,667.316,459.50199999999995,51.980000000000004,0.0,1109.366,76.48899999999999
AS14.12,2014-04-14,6.6,-0.4,0.8,2.098180458624128,1658.4979999065397,1.0,0.0,593.477,574.593,30.275,22.081000000000003,964.8579999999998,10.109
AS14.12,2014-04-15,6.8,0.2,1.0,2.8812119312384366,2108.383999824524,6.0,0.0,706.912,765.383,53.343999999999994,40.322,1130.6669999999997,5.128
AS14.12,2014-04-16,7.0,0.0,1.0,4.754381582494967,1481.5560023784637,3.0,2.0,742.0179999999999,397.895,42.878,0.0,750.7429999999999,54.072
AS14.12,2014-04-17,6.8,-0.6,0.8,3.1454792640182117,1685.928000211716,2.0,0.0,568.5169999999998,506.747,49.81,23.549,864.6969999999999,174.29899999999998
AS14.12,2014-04-18,6.6,-0.6,0.8,1.9194989555706448,1260.7300000190733,0.0,0.0,379.6139999999998,158.016,37.205,9.264,1298.6109999999999,234.75400000000002
AS14.12,2014-04-19,5.8,0.4,0.4,4.011965416327329,2023.467001914978,4.0,2.0,654.4319999999996,411.10799999999995,41.652,0.0,1033.566,93.026
AS14.12,2014-04-20,6.4,0.4,1.0,4.845879840887222,2609.6579997539525,0.0,0.0,754.4039999999998,171.372,51.321,2.024,1883.9360000000001,344.66
AS14.12,2014-04-21,6.0,-0.25,0.75,1.6153108999251975,859.1700005531312,1.0,0.0,354.35499999999996,290.736,45.51,0.0,496.155,10.248
AS14.12,2014-04-22,6.5,0.25,1.0,3.951049556956835,2181.8560009002686,2.0,0.0,779.433,597.2100000000002,36.016,14.088000000000001,1882.6479999999995,457.74500000000006
AS14.12,2014-04-23,5.8,0.0,0.8,2.747853296033754,1420.8569996356962,6.0,0.0,572.8190000000001,364.38300000000004,39.926,0.0,934.8089999999999,40.942
AS14.12,2014-04-24,6.6,-0.6,0.6,2.0453472033060858,1322.1109986305235,1.0,0.0,562.952,289.282,41.343999999999994,24.303,1447.0080000000003,64.921
